_id,tipoFruta,temperatura,umidade_ar,mq3_raw,mq3_tensao,lote,estado_real,estado_previsto,validade,dataRegistro
69b05427e8fc2c9b2799183e,ambiente,31.3,62,500,0.40293,lote_A,sem risco,sem risco,,2026-03-10T17:25:59.043Z
69b05552e8fc2c9b2799183f,ambiente,31.3,62,507,0.408571,lote_A,sem risco,sem risco,,2026-03-10T17:30:58.961Z
69b0567ee8fc2c9b27991840,ambiente,31.8,62,528,0.425494,lote_A,sem risco,sem risco,,2026-03-10T17:35:58.793Z
69b057aae8fc2c9b27991841,ambiente,31.8,61,557,0.448864,lote_A,sem risco,sem risco,,2026-03-10T17:40:58.776Z
69b058d6e8fc2c9b27991842,ambiente,31.8,61,558,0.44967,lote_A,sem risco,sem risco,,2026-03-10T17:45:58.920Z
69b05a02e8fc2c9b27991843,ambiente,31.8,61,561,0.452088,lote_A,sem risco,sem risco,,2026-03-10T17:50:58.965Z
69b05b2ee8fc2c9b27991844,ambiente,31.8,60,519,0.418242,lote_A,sem risco,sem risco,,2026-03-10T17:55:58.927Z
69b05c5ae8fc2c9b27991845,ambiente,31.8,60,535,0.431136,lote_A,sem risco,sem risco,,2026-03-10T18:00:58.959Z
69b05d86e8fc2c9b27991846,ambiente,31.8,59,565,0.455311,lote_A,sem risco,sem risco,,2026-03-10T18:05:58.966Z
69b05eb2e8fc2c9b27991847,ambiente,31.8,59,589,0.474652,lote_A,sem risco,sem risco,,2026-03-10T18:10:58.826Z
69b05fdee8fc2c9b27991848,ambiente,31.8,59,610,0.491575,lote_A,sem risco,sem risco,,2026-03-10T18:15:58.965Z
69b0610be8fc2c9b27991849,ambiente,32.3,59,634,0.510916,lote_A,sem risco,sem risco,,2026-03-10T18:20:59.020Z
69b06237e8fc2c9b2799184a,ambiente,32.3,60,661,0.532674,lote_A,sem risco,sem risco,,2026-03-10T18:25:59.460Z
69b063eee8fc2c9b2799184b,ambiente,32.3,61,1402,1.129817,lote_A,sem risco,sem risco,,2026-03-10T18:33:18.577Z
69b069c3e8fc2c9b27991850,banana,32.8,83,2952,2.378901,lote_B,Alerta,alerta,12,2026-03-10T18:58:11.767Z
69b06aefe8fc2c9b27991851,banana,32.8,85,3071,2.474798,lote_B,Alerta,alerta,12,2026-03-10T19:03:11.139Z
69b06c1be8fc2c9b27991852,banana,32.8,86,3163,2.548938,lote_B,Alerta,risco de perda,0,2026-03-10T19:08:11.427Z
69b06d47e8fc2c9b27991853,banana,32.8,87,3230,2.60293,lote_B,Alerta,risco de perda,0,2026-03-10T19:13:11.180Z
69b06e73e8fc2c9b27991854,banana,32.8,87,3301,2.660146,lote_B,Alerta,risco de perda,0,2026-03-10T19:18:11.460Z
69b06f9fe8fc2c9b27991855,banana,32.8,87,3363,2.71011,lote_B,Alerta,risco de perda,0,2026-03-10T19:23:11.443Z
69b070cbe8fc2c9b27991856,banana,32.8,87,3431,2.764908,lote_B,Alerta,risco de perda,0,2026-03-10T19:28:11.944Z
69b071f7e8fc2c9b27991857,banana,32.8,87,3484,2.807619,lote_B,Alerta,risco de perda,0,2026-03-10T19:33:11.329Z
69b07323e8fc2c9b27991858,banana,32.8,87,3536,2.849524,lote_B,Alerta,risco de perda,0,2026-03-10T19:38:11.748Z
69b0744fe8fc2c9b27991859,banana,32.8,88,3577,2.882564,lote_B,Alerta,risco de perda,0,2026-03-10T19:43:11.489Z
69b0757de8fc2c9b2799185a,banana,32.8,88,3614,2.912381,lote_B,Alerta,risco de perda,0,2026-03-10T19:48:13.047Z
69b076a7e8fc2c9b2799185b,banana,33.3,87,3656,2.946227,lote_B,Alerta,risco de perda,0,2026-03-10T19:53:11.267Z
69b077d3e8fc2c9b2799185c,banana,33.3,87,3695,2.977656,lote_B,Alerta,risco de perda,0,2026-03-10T19:58:11.277Z
69b078ffe8fc2c9b2799185d,banana,33.3,87,3723,3.00022,lote_B,Alerta,risco de perda,0,2026-03-10T20:03:11.398Z
69b07a2be8fc2c9b2799185e,banana,33.3,87,3746,3.018754,lote_B,Alerta,risco de perda,0,2026-03-10T20:08:11.252Z
69b07b5de8fc2c9b2799185f,banana,33.3,87,3785,3.050183,lote_B,Alerta,risco de perda,0,2026-03-10T20:13:17.370Z
69b07c83e8fc2c9b27991860,banana,33.3,88,3784,3.049377,lote_B,Alerta,risco de perda,0,2026-03-10T20:18:11.315Z
69b07dafe8fc2c9b27991861,banana,33.3,88,3809,3.069524,lote_B,Alerta,risco de perda,0,2026-03-10T20:23:11.576Z
69b07edbe8fc2c9b27991862,banana,33.3,88,3786,3.050989,lote_B,Alerta,risco de perda,0,2026-03-10T20:28:11.257Z
69b08007e8fc2c9b27991863,banana,32.8,89,3772,3.039707,lote_B,Alerta,risco de perda,0,2026-03-10T20:33:11.329Z
69b08133e8fc2c9b27991864,banana,32.8,89,3658,2.947839,lote_B,Alerta,risco de perda,0,2026-03-10T20:38:11.475Z
69b0825fe8fc2c9b27991865,banana,32.8,89,3678,2.963956,lote_B,Alerta,risco de perda,0,2026-03-10T20:43:11.703Z
69b0838be8fc2c9b27991866,banana,32.3,88,3606,2.905934,lote_B,Alerta,risco de perda,0,2026-03-10T20:48:11.342Z
